Zip,Unemp. Rate,# in sample
77454,0.00,245
77455,0.01,1601
77456,0.00,969
77457,0.01,608
77458,0.00,441
77459,0.04,41056
77460,0.20,105
77461,0.04,7107
77464,0.06,154
77465,0.07,5519
77466,0.02,624
77467,0.00,48
77468,0.00,275
77469,0.04,24582
77470,0.00,236
77471,0.05,25594
77473,0.08,67
77474,0.05,10066
77475,0.04,549
77476,0.00,274
77477,0.06,27049
77478,0.03,19324
77479,0.03,54403
77480,0.02,6720
77481,0.00,27
77482,0.08,1035
77483,0.00,277
77484,0.03,8372
77485,0.03,2749
77486,0.03,5633
77488,0.06,11302
77489,0.07,25813
77493,0.05,16174
77494,0.03,38138
77498,0.03,37764
77502,0.07,25396
77503,0.11,17338
77504,0.08,17698
77505,0.05,17582
77506,0.11,25502
77507,,0
77510,0.11,11494
77511,0.06,35012
77514,0.05,3123
77515,0.06,22261
77517,0.05,4527
77518,0.08,5666
77519,0.11,1044
77520,0.11,27342
77521,0.07,34287
77523,0.04,12170
77530,0.11,21793
77531,0.05,11102
77532,0.05,18531
77533,0.12,657
77534,0.03,2336
77535,0.08,25096
77536,0.06,23475
77538,0.11,864
77539,0.06,29146
77541,0.08,13124
77545,0.04,12844
77546,0.04,35827
77547,0.10,7176
77550,0.09,19418
77551,0.07,15436
77554,0.07,7971
77560,0.16,643
77561,0.00,59
77562,0.09,7935
77563,0.10,7153
77564,0.07,1333
77565,0.04,4745
77566,0.04,22280
77568,0.10,11344
77571,0.07,27562
77573,0.03,50943
77575,0.09,12397
77577,0.09,1121
77578,0.03,9276
77580,0.02,372
77581,0.03,30800
77583,0.04,22484
77584,0.03,47170
77585,0.08,1110
77586,0.06,16575
77587,0.09,11643
77590,0.09,23367
77591,0.07,10480
77597,0.00,373
77598,0.04,18398
77611,0.04,6429
77612,0.02,6784
77613,0.00,680
77614,0.00,406
77615,0.06,642
77616,0.00,826
77617,0.09,197
77619,0.06,12953
77622,0.01,1109
77623,0.20,424
77624,0.01,1050
77625,0.07,6538
77627,0.05,16833
77629,0.04,456
77630,0.07,21624
77632,0.05,18667
77640,0.14,13185
77642,0.10,27873
77650,0.05,1443
77651,0.06,10112
77655,0.01,245
77656,0.04,13002
77657,0.05,14730
77659,0.04,3927
77660,0.06,1090
77661,0.07,642
77662,0.07,20345
77663,0.16,806
77664,0.08,2599
77665,0.05,4216
77701,0.11,11569
77702,0.09,2006
77703,0.15,11414
77705,0.12,34585
77706,0.05,23702
77707,0.08,13054
77708,0.07,8178
77713,0.04,9091
77801,0.06,11191
77802,0.06,18955
77803,0.10,20951
77807,0.07,8312
77808,0.04,8679
77830,0.00,2123
77831,0.09,3051
77833,0.05,22458
77835,0.03,1864
77836,0.04,9460
77837,0.20,1439
77840,0.07,50689
77845,0.04,36998
77853,0.01,742
77855,0.19,139
77856,0.05,3382
77857,0.09,757
77859,0.09,4827
77861,0.06,2197
77864,0.09,5220
77865,0.00,1073
77867,0.00,70
77868,0.07,11273
77871,0.04,2845
77872,0.06,1519
77873,0.00,1270
77876,0.26,128
77878,0.05,333
77879,0.06,3515
77880,0.04,1306
77901,0.09,30727
77904,0.03,19080
77905,0.05,11181
77950,0.02,137
77951,0.07,1676
77954,0.04,9077
77957,0.06,6217
77960,,0
77961,0.00,89
77962,0.04,2809
77963,0.03,4668
77964,0.06,6176
77968,0.02,2235
77969,0.00,118
77970,0.03,138
77971,0.00,519
77973,,0
77974,0.10,373
77975,0.03,1427
77976,0.00,104
77977,0.00,307
77978,0.14,581
77979,0.08,13110
77982,0.06,982
77983,0.13,1457
77984,0.01,3589
77987,0.00,104
77988,0.13,519
77990,0.05,766
77991,0.00,327
77993,0.00,201
77994,0.00,344
77995,0.04,7451
78001,,0
78002,0.10,6498
78003,0.06,7285
78004,0.00,823
78005,0.00,248
78006,0.03,21345
78007,0.08,175
78008,0.00,244
78009,0.07,5458
78010,0.02,2145
78011,0.07,1213
78012,0.11,314
78013,0.02,4600
78014,0.07,4094
78015,0.03,7148
78016,0.07,7724
78017,0.07,3861
78019,0.00,1043
78021,0.13,311
78022,0.02,3356
78023,0.02,17102
78024,0.00,1054
78025,0.06,4488
78026,0.08,4201
78027,0.04,206
78028,0.05,31149
78029,,0
78039,0.05,1295
78040,0.09,29107
78041,0.07,33093
78043,0.05,28354
78044,0.00,295
78045,0.04,36791
78046,0.07,39314
78050,0.26,503
78052,0.09,4989
78055,0.02,1534
78056,0.02,1550
78057,0.09,647
78058,0.11,816
78059,0.07,3609
78060,,0
78061,0.09,8667
78063,0.06,7443
78064,0.09,10662
78065,0.08,8621
78066,0.16,534
78067,0.22,430
78069,0.17,4034
78070,0.04,11444
78071,0.03,3831
78072,0.07,477
78073,0.09,5387
78075,0.00,23
78076,0.04,8959
78101,0.04,5841
78102,0.08,22499
78104,0.10,167
78107,0.00,94
78108,0.02,18648
78109,0.06,25803
78112,0.08,5398
78113,0.03,2063
78114,0.04,15372
78116,0.00,273
78117,0.02,453
78118,0.03,3137
78119,0.04,6589
78121,0.04,8549
78122,0.39,214
78123,0.12,1678
78124,0.07,4340
78125,0.00,73
78130,0.04,43666
78132,0.04,14668
78133,0.06,13374
78140,0.04,2532
78141,0.04,602
78142,0.00,130
78143,0.00,49
78144,,7
78145,0.00,95
78146,0.09,530
78147,0.02,1636
78148,0.04,14908
78150,0.00,71
78151,0.07,1003
78152,0.06,2022
78154,0.04,21464
78155,0.05,35727
78159,0.06,679
78160,0.07,3296
78161,0.15,417
78162,0.00,263
78163,0.04,7786
78164,0.01,3025
78201,0.08,34228
78202,0.11,8920
78203,0.06,3845
78204,0.10,8624
78205,0.06,896
78207,0.13,41955
78208,0.08,2747
78209,0.04,31821
78210,0.08,28919
78211,0.09,23002
78212,0.06,23510
78213,0.06,31490
78214,0.11,18100
78215,0.12,1188
78216,0.04,30947
78217,0.06,25059
78218,0.08,23923
78219,0.13,10628
78220,0.09,12183
78221,0.10,26851
78222,0.06,14318
78223,0.08,36582
78224,0.10,13241
78225,0.06,10522
78226,0.15,5061
78227,0.08,31957
78228,0.06,41744
78229,0.04,22712
78230,0.06,32241
78231,0.01,6523
78232,0.05,29496
78233,0.06,32973
78234,0.01,5938
78235,0.05,560
78236,0.01,7787
78237,0.10,25813
78238,0.04,18782
78239,0.07,21366
78240,0.05,41310
78242,0.10,21869
78243,0.00,274
78244,0.07,20344
78245,0.05,39041
78247,0.04,37415
78248,0.01,11531
78249,0.06,37688
78250,0.04,41964
78251,0.04,35386
78252,0.05,5690
78253,0.05,19828
78254,0.03,30110
78255,0.03,7263
78256,0.07,5274
78257,0.01,2842
78258,0.02,29600
78259,0.04,15679
78260,0.04,16355
78261,0.05,8587
78263,0.05,3757
78264,0.10,9284
78266,0.06,4370
78330,0.02,514
78332,0.06,21634
78335,,0
78336,0.08,9450
78338,,0
78339,0.10,747
78340,0.24,362
78341,0.05,1970
78342,0.06,344
78343,0.06,3364
78344,0.00,336
78349,0.09,545
78351,0.03,376
78352,0.20,245
78353,0.00,520
78355,0.12,5242
78357,0.04,2036
78358,0.05,499
78359,0.09,1330
78361,0.12,4038
78362,0.07,7270
78363,0.10,23453
78368,0.08,6967
78369,0.17,373
78370,0.05,3014
78371,0.05,254
78372,0.04,3501
78373,0.02,3279
78374,0.04,12105
78375,0.11,2582
78376,0.00,397
78377,0.08,2996
78379,0.03,1374
78380,0.08,17757
78382,0.05,16575
78383,0.07,2966
78384,0.09,4754
78385,0.00,213
78387,0.08,8140
78389,0.02,1269
78390,0.10,4096
78391,0.05,161
78393,0.06,1801
78401,0.13,3997
78402,0.08,624
78404,0.09,13038
78405,0.07,11503
78406,0.04,889
78407,0.18,1995
78408,0.12,8009
78409,0.14,2098
78410,0.05,19222
78411,0.09,21420
78412,0.05,29314
78413,0.06,29055
78414,0.04,23047
78415,0.09,29266
78416,0.09,11368
78417,0.09,3604
78418,0.05,24074
78419,0.00,570
78501,0.05,45175
78503,0.08,14846
78504,0.06,35861
78516,0.14,26104
78520,0.07,41910
78521,0.08,61381
78526,0.07,29516
78535,0.07,513
78536,0.05,281
78537,0.09,24353
78538,0.13,6999
78539,0.08,21638
78541,0.10,28644
78542,0.12,41440
78543,0.15,5028
78545,0.24,368
78548,0.26,373
78549,0.09,560
78550,0.04,37572
78552,0.04,26688
78557,0.05,8401
78558,0.09,383
78559,0.10,8526
78560,0.05,2829
78561,0.00,480
78562,0.12,1402
78563,0.00,138
78564,0.59,142
78565,0.00,154
78566,0.07,11597
78567,0.07,353
78569,0.02,2560
78570,0.13,18511
78572,0.04,49680
78573,0.05,23546
78574,0.07,38311
78575,0.07,6335
78576,0.08,5991
78577,0.11,47224
78578,0.05,7956
78579,0.10,2997
78580,0.10,11776
78582,0.10,27915
78583,0.05,4809
78584,0.06,12471
78585,0.00,348
78586,0.09,37911
78588,0.00,170
78589,0.09,24461
78590,0.06,249
78591,0.08,170
78592,0.06,710
78593,0.06,3680
78594,0.00,1643
78595,0.11,4133
78596,0.11,44133
78597,0.00,2800
78598,0.00,243
78602,0.05,19589
78605,0.03,3778
78606,0.07,4010
78607,0.00,143
78608,0.00,150
78609,0.05,1527
78610,0.06,16643
78611,0.04,10573
78612,0.06,8648
78613,0.06,45658
78614,0.06,621
78615,0.03,717
78616,0.07,4699
78617,0.12,12853
78618,0.01,207
78619,0.03,2727
78620,0.04,11100
78621,0.05,16140
78622,0.00,118
78623,0.03,605
78624,0.03,17543
78626,0.05,20096
78628,0.04,18046
78629,0.08,8582
78631,0.05,1840
78632,0.03,664
78633,0.04,15515
78634,0.07,15291
78635,0.00,156
78636,0.03,3073
78638,0.05,1657
78639,0.04,5495
78640,0.05,28320
78641,0.04,30863
78642,0.05,6027
78643,0.03,5505
78644,0.10,13276
78645,0.05,8718
78648,0.02,6060
78650,0.03,1134
78652,0.01,3536
78653,0.05,9996
78654,0.08,13827
78655,0.07,2892
78656,0.34,1961
78657,0.02,5260
78659,0.07,2383
78660,0.06,47479
78661,0.00,121
78662,0.08,2270
78663,0.04,616
78664,0.06,37687
78665,0.06,22828
78666,0.09,52071
78669,0.03,7134
78670,0.05,408
78671,0.01,607
78672,0.12,785
78675,0.00,185
78676,0.05,9949
78677,0.00,121
78681,0.05,36247
78701,0.07,5028
78702,0.11,16184
78703,0.03,16066
78704,0.06,35575
78705,0.14,28691
78712,0.33,544
78717,0.03,16052
78719,0.04,956
78721,0.12,8250
78722,0.05,5053
78723,0.09,22188
78724,0.07,13926
78725,0.09,4374
78726,0.04,10290
78727,0.04,23324
78728,0.04,16623
78729,0.05,21714
78730,0.02,6247
78731,0.03,20971
78732,0.04,8795
78733,0.02,6618
78734,0.03,13507
78735,0.02,12780
78736,0.03,5536
78737,0.03,9277
78738,0.04,8300
78739,0.02,11120
78741,0.07,36791
78742,0.06,610
78744,0.06,29720
78745,0.07,45419
78746,0.03,20805
78747,0.06,9722
78748,0.04,29910
78749,0.02,26301
78750,0.05,21538
78751,0.07,13101
78752,0.06,13317
78753,0.08,38711
78754,0.06,10511
78756,0.04,6609
78757,0.05,19181
78758,0.08,34018
78759,0.05,33920
78801,0.08,16336
78802,0.00,450
78827,0.12,1250
78828,0.00,284
78829,0.14,1012
78830,0.08,586
78832,0.09,2924
78833,0.11,1055
78834,0.11,5350
78836,,55
78837,0.00,188
78838,0.14,131
78839,0.08,5929
78840,0.07,35116
78843,0.00,165
78850,0.06,1062
78851,0.00,34
78852,0.10,36448
78860,0.00,113
78861,0.08,10850
78870,0.06,650
78871,0.00,26
78872,0.10,1507
78873,0.14,1366
78877,0.00,646
78879,0.08,267
78880,0.11,1492
78881,0.11,1552
78883,0.00,99
78884,0.06,791
78885,0.00,107
78886,0.00,445
78931,0.00,193
78932,0.01,415
78933,0.07,955
78934,0.04,5177
78935,0.03,956
78938,0.00,306
78940,0.02,1818
78941,0.02,2334
78942,0.02,6563
78943,0.00,300
78944,0.01,456
78945,0.02,8870
78946,0.02,775
78947,0.07,3927
78948,0.05,679
78949,0.00,284
78950,0.04,1764
78951,0.00,44
78953,0.01,493
78954,0.00,979
78956,0.02,4004
78957,0.07,6541
78959,0.17,1477
78962,0.01,3498
78963,0.04,551
79001,0.00,205
79003,0.00,158
79005,0.02,1169
79007,0.07,10841
79009,0.02,1432
79010,0.09,499
79011,0.04,179
79012,0.00,597
79013,0.06,2256
79014,0.00,2895
79015,0.04,15069
79016,0.00,83
79018,0.04,424
79019,0.03,1356
79021,0.00,79
79022,0.02,8249
79024,0.01,303
79025,0.00,26
79027,0.05,3498
79029,0.05,10974
79031,0.07,1008
79032,0.04,72
79033,,8
79034,0.02,528
79035,0.03,3720
79036,0.07,4394
79039,0.04,593
79040,0.02,1453
79041,0.03,2299
79042,0.02,896
79043,0.04,1085
79044,0.01,442
79045,0.05,14105
79046,0.01,357
79051,0.00,19
79052,0.02,905
79053,0.00,117
79054,0.03,399
79056,0.00,36
79057,0.03,895
79058,,0
79059,0.04,705
79061,0.04,364
79062,0.03,173
79063,0.01,566
79064,0.08,2111
79065,0.07,16525
79068,0.02,2402
79070,0.08,7201
79072,0.05,21488
79078,0.02,352
79079,0.06,2134
79080,0.03,473
79081,0.02,2720
79082,0.02,315
79083,0.04,1784
79084,0.07,1663
79085,0.00,70
79086,0.03,1820
79087,0.04,649
79088,0.12,4448
79091,0.00,54
79092,0.01,829
79093,0.00,27
79094,0.00,78
79095,0.03,1919
79096,0.05,1404
79097,0.01,989
79098,0.02,317
79101,0.03,2185
79102,0.06,6869
79103,0.07,7859
79104,0.07,5386
79105,,0
79106,0.04,21913
79107,0.07,24699
79108,0.05,13119
79109,0.04,35383
79110,0.04,14179
79111,0.02,1141
79118,0.03,13929
79119,0.03,7660
79121,0.03,5404
79124,0.01,7022
79201,0.02,5638
79220,0.00,135
79225,0.05,784
79226,0.03,2530
79227,0.14,1112
79229,0.01,346
79230,0.00,155
79231,0.50,41
79233,0.12,149
79234,0.00,58
79235,0.05,2747
79236,0.02,208
79237,0.02,433
79239,0.00,181
79240,0.00,31
79241,0.03,1988
79243,0.00,55
79244,0.04,422
79245,0.05,1751
79247,0.00,55
79248,0.01,1279
79250,0.06,1091
79251,0.00,52
79252,0.07,2575
79255,0.05,342
79256,0.16,313
79257,0.04,1032
79258,,0
79259,0.00,120
79261,0.03,471
79311,0.06,2500
79312,0.10,681
79313,0.06,1026
79314,0.00,46
79316,0.06,8584
79322,0.05,1549
79323,0.04,4426
79324,,0
79325,0.01,1873
79326,,0
79329,0.01,2551
79330,0.00,40
79331,0.06,10476
79336,0.05,13026
79339,0.07,5335
79342,0.00,385
79343,0.02,1114
79344,0.00,53
79345,0.08,800
79346,0.10,1862
79347,0.05,5286
79350,0.04,231
79351,0.06,929
79353,,6
79355,0.03,1416
79356,0.02,5226
79357,0.06,1854
79358,0.01,988
79359,0.06,2724
79360,0.02,8466
79363,0.09,3737
79364,0.10,6131
79366,0.02,1009
79367,0.08,467
79369,0.00,97
79370,0.04,1514
79371,0.04,943
79372,0.04,1011
79373,0.01,2603
79376,0.00,54
79377,0.00,129
79378,0.01,268
79379,0.02,465
79380,0.00,163
79381,0.01,949
79382,0.05,4318
79401,0.09,5829
79403,0.07,12895
79404,0.05,8241
79406,0.28,7318
79407,0.06,13981
79410,0.03,7201
79411,0.11,5593
79412,0.06,11264
79413,0.05,16566
79414,0.06,13433
79415,0.08,13899
79416,0.05,25583
79423,0.03,24389
79424,0.02,30937
79501,0.05,2594
79502,0.05,938
79503,0.00,120
79504,0.05,2492
79505,0.07,296
79506,0.04,684
79508,0.10,911
79510,0.06,6184
79511,0.03,764
79512,0.03,6973
79517,0.00,147
79518,0.00,128
79519,0.00,60
79520,0.09,1682
79521,0.11,3161
79525,0.02,1809
79526,0.02,734
79527,0.00,143
79528,0.03,541
79529,0.03,954
79530,0.02,419
79532,0.07,752
79533,0.00,430
79534,0.15,224
79535,0.06,94
79536,0.05,3284
79537,0.00,115
79538,0.00,122
79539,0.00,147
79540,0.00,116
79541,0.00,477
79543,0.04,855
79544,0.07,319
79545,0.03,1326
79546,0.04,1565
79547,0.09,621
79548,0.00,120
79549,0.05,12115
79553,0.05,2628
79556,0.08,10153
79560,0.08,108
79561,0.16,495
79562,0.00,2891
79563,0.02,1094
79565,0.00,146
79566,0.00,245
79567,0.01,2469
79601,0.08,23720
79602,0.04,16977
79603,0.05,16554
79605,0.04,23663
79606,0.02,18075
79607,0.00,1592
79699,0.03,386
79701,0.06,19474
79703,0.03,15181
79705,0.04,25533
79706,0.03,13796
79707,0.01,25456
79713,0.00,555
79714,0.04,10756
79718,0.05,952
79719,0.00,313
79720,0.07,26884
79730,0.00,143
79731,0.08,3095
79733,0.00,120
79734,0.06,1820
79735,0.02,10684
79738,0.04,290
79739,0.00,716
79741,0.06,225
79742,0.11,338
79743,0.10,223
79744,0.03,850
79745,0.05,4450
79748,0.00,104
79749,0.01,243
79752,0.01,1606
79754,0.07,62
79755,0.00,114
79756,0.05,6586
79758,0.00,1438
79759,,0
79761,0.04,21772
79762,0.03,29917
79763,0.08,23999
79764,0.04,15040
79765,0.03,5587
79766,0.07,4818
79770,,0
79772,0.11,9070
79777,0.01,335
79778,0.00,785
79780,0.00,473
79781,0.02,258
79782,0.05,3019
79783,0.00,90
79785,0.00,182
79788,0.11,335
79789,0.09,722
79821,0.06,5838
79830,0.02,6079
79831,0.00,13
79834,0.07,204
79835,0.04,9234
79836,0.06,3452
79837,0.05,461
79838,0.07,5925
79839,0.12,1381
79842,0.04,545
79843,0.04,2382
79845,0.13,3222
79846,0.00,153
79847,0.00,55
79848,0.00,756
79849,0.07,9101
79851,0.00,546
79852,0.02,660
79853,0.10,2143
79854,0.00,140
79855,0.14,1972
79901,0.09,8082
79902,0.05,16831
79903,0.09,14056
79904,0.07,23901
79905,0.10,18795
79906,0.02,2504
79907,0.08,40579
79908,0.05,1386
79911,0.02,1303
79912,0.03,58802
79915,0.07,30375
79916,0.00,2984
79920,0.00,52
79922,0.01,6543
79924,0.07,43173
79925,0.05,33425
79927,0.09,27066
79928,0.06,28903
79930,0.06,21666
79932,0.05,17869
79934,0.04,12007
79935,0.06,14127
79936,0.06,82119
79938,0.07,35139
79942,,0
80002,0.07,14549
80003,0.07,27260
80004,0.07,28451
80005,0.05,20599
80007,0.05,5403
80010,0.12,28747
80011,0.11,34596
80012,0.08,34721
80013,0.07,52114
80014,0.05,29632
80015,0.05,46691
80016,0.04,27257
80017,0.09,25210
80018,0.03,6563
80019,0.04,1306
80020,0.05,36953
80021,0.05,24107
80022,0.09,28984
80023,0.03,9469
80024,0.37,303
80025,0.00,228
80026,0.07,20318
80027,0.04,24129
80030,0.13,11852
80031,0.06,25672
80033,0.08,20594
80045,0.05,270
80101,0.04,180
80102,0.07,3827
80103,0.06,1893
80104,0.06,20236
80105,0.05,883
80106,0.07,3855
80107,0.05,8723
80108,0.03,15159
80109,0.04,11455
80110,0.10,16660
80111,0.04,21951
80112,0.04,22562
80113,0.07,16808
80116,0.03,3095
80117,0.08,2170
80118,0.05,4085
80120,0.07,23063
80121,0.05,14212
80122,0.06,24176
80123,0.05,34868
80124,0.03,13502
80125,0.05,7538
80126,0.04,27549
80127,0.05,32893
80128,0.07,28482
80129,0.04,19339
80130,0.03,20111
80131,,115
80132,0.03,14487
80133,0.03,1394
80134,0.03,39458
80135,0.07,3083
80136,0.05,3794
80137,0.07,776
80138,0.03,20948
80202,0.05,8932
80203,0.05,17533
80204,0.09,23797
80205,0.13,21905
80206,0.06,18631
80207,0.10,15771
80209,0.06,18674
80210,0.06,29316
80211,0.08,26352
80212,0.06,15731
80214,0.08,19845
80215,0.08,14509
80216,0.12,7563
80218,0.05,16873
80219,0.10,42736
80220,0.07,26426
80221,0.08,28852
80222,0.09,16706
80223,0.10,12481
80224,0.05,13315
80226,0.07,25049
80227,0.07,28046
80228,0.06,25557
80229,0.08,35588
80230,0.03,5839
80231,0.05,26532
80232,0.06,17481
80233,0.08,34087
80234,0.08,20299
80235,0.07,7513
80236,0.06,12971
80237,0.04,14666
80238,0.03,6548
80239,0.10,28132
80241,0.04,23548
80246,0.06,10681
80247,0.06,20764
80249,0.05,15389
80260,0.09,22533
80264,,0
80290,,0
80293,,0
80294,,0
80301,0.04,19483
80302,0.08,24376
80303,0.04,20653
80304,0.03,20653
80305,0.07,15174
80310,0.35,5598
80401,0.05,31514
80403,0.05,14772
80419,,215
80420,0.01,561
80421,0.04,7328
80422,0.03,3524
80423,0.10,128
80424,0.06,6972
80425,0.00,116
80426,0.04,206
80427,0.05,535
80428,0.00,370
80432,0.00,126
80433,0.02,6986
80434,0.00,51
80435,0.06,6721
80436,0.09,563
80438,0.02,332
80439,0.05,18043
80440,0.08,1670
80442,0.03,2254
80443,0.05,2931
80444,0.01,1076
80446,0.05,3052
80447,0.06,1618
80448,0.00,147
80449,0.05,545
80451,0.02,809
80452,0.07,2425
80453,0.00,161
80454,0.04,810
80455,0.00,484
80456,0.02,675
80457,0.13,589
80459,0.03,2323
80461,0.04,5297
80463,0.00,146
80465,0.04,11984
80466,0.03,2526
80467,0.03,2108
80468,0.00,369
80469,0.10,260
80470,0.10,3269
80471,,0
80473,0.00,104
80475,0.00,60
80476,0.11,165
80477,0.00,402
80478,0.00,486
80479,0.00,71
80480,0.01,1068
80481,0.03,636
80482,0.02,1014
80483,0.03,457
80487,0.04,12988
80488,,0
80497,0.00,156
80498,0.06,6289
80501,0.07,29411
80503,0.04,24742
80504,0.06,34450
80510,0.12,310
80511,0.00,52
80512,0.09,1743
80513,0.07,8227
80514,0.04,3072
80515,0.10,608
80516,0.03,13770
80517,0.05,8307
80520,0.00,838
80521,0.10,29974
80524,0.07,25975
80525,0.07,37932
80526,0.06,35648
80528,0.03,12567
80530,0.04,2478
80532,,78
80534,0.04,7506
80535,0.07,2592
80536,0.05,1745
80537,0.07,30118
80538,0.06,34669
80540,0.04,3815
80542,0.03,2485
80543,0.03,3965
80544,0.00,25
80545,0.10,626
80546,0.00,68
80547,0.06,394
80549,0.05,6323
80550,0.04,14328
80601,0.06,24650
80602,0.04,19025
80603,0.06,7874
80610,0.05,2061
80611,0.01,694
80612,0.00,288
80615,0.03,5308
80620,0.05,12575
80621,0.04,9166
80622,0.00,66
80623,0.05,733
80624,0.07,709
80631,0.08,37511
80634,0.06,40748
80640,0.04,7037
80642,0.01,3553
80643,0.04,2403
80644,0.05,2159
80645,0.05,3208
80648,0.07,896
80649,0.00,202
80650,0.05,1130
80651,0.04,3264
80652,0.00,271
80653,0.05,544
80654,0.01,1635
80701,0.06,12052
80705,0.09,612
80720,0.03,2333
80721,0.00,72
80722,0.00,372
80723,0.10,5660
80726,0.04,325
80727,0.18,183
80728,0.02,817
80729,0.03,551
80731,0.01,1275
80733,0.03,338
80734,0.04,2177
80735,0.00,311
80736,0.01,497
80737,0.06,1315
80740,0.00,47
80741,0.07,643
80742,0.00,243
80743,0.01,875
80744,0.01,415
80745,0.05,180
80746,0.00,35
80747,0.04,417
80749,0.04,263
80750,0.00,259
80751,0.08,15122
80754,0.00,167
80755,0.00,141
80757,0.05,120
80758,0.03,2906
80759,0.02,3483
80801,0.00,101
80802,0.09,201
80804,0.03,280
80805,0.05,393
80807,0.04,4358
80808,0.07,4310
80809,0.08,1293
80810,0.06,1119
80812,0.00,150
80813,0.05,1680
80814,0.05,4010
80815,0.08,796
80816,0.06,4087
80817,0.04,18448
80818,0.01,220
80819,0.06,683
80820,0.13,595
80821,0.05,827
80822,0.00,180
80823,0.09,202
80824,0.00,213
80825,0.00,376
80827,0.00,518
80828,0.05,3041
80829,0.04,4774
80830,0.00,147
80831,0.05,15132
80832,0.01,578
80833,0.03,435
80834,0.04,264
80835,0.04,689
80836,0.08,781
80840,0.01,6528
80860,0.12,421
80861,0.00,201
80862,0.00,89
80863,0.07,8941
80864,0.08,863
80902,0.00,7434
80903,0.09,12870
80904,0.07,17141
80905,0.09,12656
80906,0.08,29188
80907,0.08,21607
80908,0.05,10690
80909,0.10,28182
80910,0.09,20858
80911,0.06,22869
80913,0.00,2505
80914,0.00,337
80915,0.07,14888
80916,0.09,24885
80917,0.07,22907
80918,0.06,36410
80919,0.06,21960
80920,0.04,27889
80921,0.04,12819
80922,0.04,18589
80923,0.02,18395
80924,0.03,2257
80925,0.06,3910
80926,0.00,1071
80927,0.04,487
80928,0.02,930
80929,0.00,202
80930,0.00,777
80938,,30
80939,,0
80951,0.05,2807
81001,0.12,23393
81003,0.12,11620
81004,0.12,19882
81005,0.08,24053
81006,0.07,9443
81007,0.05,21759
81008,0.06,8503
81019,0.09,840
81020,0.05,1033
81021,0.00,6
81022,0.11,1017
81023,0.03,922
81024,0.19,58
81025,0.08,859
81027,0.11,130
81029,0.03,298
81030,0.04,72
81033,0.13,316
81036,0.02,950
81038,0.00,275
81039,0.06,1370
81040,0.00,548
81041,0.07,507
81043,0.02,73
81044,0.01,190
81045,0.03,80
81047,0.07,1158
81049,0.01,253
81050,0.11,7841
81052,0.05,7277
81054,0.12,4275
81055,0.02,1259
81057,0.02,309
81058,0.10,898
81059,0.02,286
81062,0.15,1833
81063,0.10,2399
81064,0.00,242
81067,0.14,4427
81069,0.09,1701
81071,0.00,318
81073,0.01,1564
81076,0.17,471
81077,0.06,345
81081,0.11,69
81082,0.07,10080
81084,0.00,80
81087,0.00,61
81089,0.10,3696
81090,0.05,891
81091,0.08,742
81092,0.05,687
81101,0.08,11399
81120,0.07,1562
81121,0.04,132
81122,0.06,6062
81123,0.12,820
81124,0.00,159
81125,0.07,2743
81126,0.00,201
81128,0.00,73
81129,0.00,182
81130,0.00,660
81131,0.14,924
81132,0.09,2316
81133,0.08,816
81136,0.06,167
81137,0.06,4425
81138,0.00,10
81140,0.08,1713
81141,0.04,1088
81143,0.08,456
81144,0.12,5881
81146,0.00,473
81147,0.11,9592
81148,0.16,369
81149,0.13,837
81151,0.05,1154
81152,0.14,1008
81154,0.07,1019
81155,0.00,166
81201,0.05,7517
81210,0.00,298
81211,0.08,6194
81212,0.05,26155
81220,0.00,183
81221,0.10,184
81222,0.00,171
81223,0.05,1364
81224,0.04,2326
81225,0.08,638
81226,0.06,7818
81227,,0
81230,0.04,7989
81231,0.35,675
81232,0.31,63
81233,0.08,980
81235,0.03,556
81236,0.04,960
81237,0.00,61
81239,0.00,80
81240,0.04,3278
81241,0.00,95
81242,0.10,526
81243,0.00,72
81244,0.16,209
81248,0.00,31
81251,0.00,159
81252,0.12,2975
81253,0.00,220
81301,0.06,23659
81303,0.03,6185
81320,0.02,294
81321,0.09,10920
81323,0.06,4258
81324,0.11,1068
81325,0.00,87
81326,0.04,1778
81327,0.00,538
81328,0.09,3352
81330,,0
81331,0.00,128
81332,0.08,182
81334,0.09,942
81335,0.15,174
81401,0.07,17498
81403,0.08,8760
81410,0.03,1374
81411,0.00,25
81413,0.09,4392
81415,0.02,1624
81416,0.08,10752
81418,0.14,1382
81419,0.11,2774
81422,0.09,519
81423,0.03,1120
81424,0.15,861
81425,0.04,3829
81426,0.01,113
81427,0.05,769
81428,0.09,3201
81429,0.22,79
81430,0.00,637
81431,0.00,440
81432,0.01,2090
81433,0.13,699
81434,0.00,252
81435,0.05,4133
81501,0.08,19631
81503,0.05,11344
81504,0.05,21977
81505,0.04,7257
81506,0.03,9449
81507,0.03,12071
81520,0.08,9958
81521,0.04,10922
81522,0.00,34
81523,0.00,726
81524,0.07,1660
81525,0.07,753
81526,0.06,4434
81527,0.07,1589
81601,0.04,12345
81610,0.03,374
81611,0.04,8031
81612,,0
81615,0.01,2343
81620,0.03,8554
81621,0.07,5317
81623,0.07,12179
81624,0.07,1288
81625,0.05,9575
81630,0.05,674
81631,0.02,5957
81632,0.05,6753
81633,,0
81635,0.07,5112
81637,0.06,5234
81638,0.00,122
81639,0.04,2120
81640,0.16,280
