Zip,Unemp. Rate,# in sample
5648,0.01,351
5649,0.05,630
5650,0.07,871
5651,0.05,1300
5652,0.03,631
5653,0.04,318
5654,0.00,655
5655,0.08,2339
5656,0.09,2858
5657,0.06,27
5658,0.05,1399
5660,0.04,1289
5661,0.03,4516
5663,0.06,5808
5664,,0
5667,0.06,1877
5669,0.12,330
5672,0.03,3422
5673,0.03,2005
5674,0.04,1187
5675,0.07,886
5676,0.06,4304
5677,0.02,1588
5678,0.00,124
5679,0.05,2625
5680,0.04,1654
5681,0.01,305
5682,0.04,1056
5701,0.10,16908
5730,0.20,199
5732,0.06,563
5733,0.07,4958
5734,0.03,1212
5735,0.07,3777
5736,0.09,826
5737,0.08,655
5738,0.07,898
5739,0.04,1132
5740,,19
5742,0.09,575
5743,0.08,3525
5744,0.00,386
5747,0.04,276
5748,0.15,342
5751,0.08,700
5753,0.06,9087
5757,0.08,628
5758,0.08,634
5759,0.06,1625
5760,0.09,865
5761,0.05,898
5762,0.07,433
5763,0.03,2152
5764,0.10,2995
5765,0.07,1503
5766,0.05,387
5767,0.05,830
5769,0.06,964
5770,0.09,898
5772,0.01,425
5773,0.06,1886
5774,0.06,976
5775,0.09,492
5776,0.08,696
5777,0.15,2866
5778,0.06,575
5819,0.06,7747
5820,0.08,482
5821,0.04,1092
5822,0.09,1504
5824,0.07,821
5825,0.15,209
5826,0.05,805
5827,0.03,212
5828,0.05,1799
5829,0.07,1454
5830,0.04,1406
5832,0.04,765
5833,0.05,126
5836,0.07,893
5837,0.08,318
5839,0.05,666
5841,0.02,342
5842,0.12,427
5843,0.04,1934
5845,0.10,927
5846,0.09,913
5847,0.14,677
5850,0.00,170
5851,0.09,5305
5853,0.02,523
5855,0.08,6208
5857,0.06,1239
5858,0.16,368
5859,0.07,1559
5860,0.10,1986
5862,0.00,309
5866,0.11,489
5867,0.09,757
5868,0.07,257
5871,0.10,1213
5872,0.09,571
5873,0.04,463
5874,0.07,462
5875,0.09,299
5901,,3
5902,0.07,133
5903,0.15,821
5904,0.04,207
5905,0.08,674
5906,0.07,1069
5907,0.08,163
6001,0.07,13872
6002,0.09,17396
6010,0.09,48784
6013,0.03,6896
6016,0.10,4769
6018,0.11,2270
6019,0.05,7977
6020,,0
6021,0.04,236
6022,0.00,81
6023,0.08,876
6024,0.02,708
6026,0.03,3835
6027,0.06,1102
6029,0.05,11976
6031,0.05,1029
6032,0.05,14385
6033,0.04,22029
6035,0.04,5806
6037,0.06,14986
6039,0.03,1457
6040,0.07,28426
6042,0.08,18594
6043,0.08,4049
6051,0.17,22308
6052,0.10,6241
6053,0.11,29404
6057,0.07,5360
6058,0.08,1321
6059,,0
6060,0.04,2113
6061,0.00,173
6062,0.06,14500
6063,0.06,2575
6065,0.06,709
6066,0.07,24596
6067,0.08,15921
6068,0.06,1415
6069,0.04,2290
6070,0.05,11208
6071,0.08,9528
6073,0.03,4278
6074,0.06,20175
6076,0.08,10472
6078,0.07,10103
6081,0.09,1181
6082,0.08,37133
6084,0.06,11248
6085,0.03,5522
6088,0.10,4116
6089,0.04,2125
6090,0.00,930
6091,0.10,174
6092,0.04,3355
6093,0.10,2636
6095,0.07,23264
6096,0.09,10442
6098,0.08,9753
6103,0.05,1153
6105,0.15,16348
6106,0.19,30333
6107,0.04,14534
6108,0.14,18709
6109,0.07,22020
6110,0.10,10076
6111,0.07,25090
6112,0.20,16458
6114,0.15,20991
6117,0.05,14861
6118,0.12,22286
6119,0.06,12179
6120,0.27,9116
6160,,0
6226,0.14,15750
6231,0.07,3037
6232,0.04,2466
6234,0.09,6584
6235,0.07,1925
6237,0.07,4467
6238,0.05,9957
6239,0.11,8933
6241,0.09,5333
6242,0.05,1121
6243,,0
6247,0.05,2183
6248,0.05,4068
6249,0.06,5709
6250,0.05,4574
6254,0.07,1554
6255,0.16,3940
6256,0.09,2300
6259,0.06,3429
6260,0.12,7610
6262,0.10,602
6263,0.35,171
6264,0.06,111
6266,0.15,532
6268,0.04,10063
6269,0.09,8869
6277,0.10,3169
6278,0.06,3536
6279,0.05,5202
6280,0.09,2521
6281,0.09,5520
6282,0.09,888
6320,0.11,22760
6330,0.06,2896
6331,0.08,4232
6332,0.00,201
6333,0.05,4989
6334,0.05,2165
6335,0.05,5287
6336,0.00,15
6339,0.06,6152
6340,0.06,25088
6350,,0
6351,0.08,13276
6353,0.00,231
6354,0.11,4916
6355,0.06,10657
6357,0.07,10913
6359,0.07,4347
6360,0.08,29412
6365,0.06,3870
6370,0.04,5854
6371,0.03,8020
6373,0.22,113
6374,0.06,6418
6375,0.03,3198
6376,0.00,105
6377,0.11,2436
6378,0.03,4426
6379,0.05,7315
6380,0.08,2263
6382,0.09,9712
6384,0.10,2066
6385,0.06,12790
6387,0.00,240
6389,0.00,63
6390,0.00,247
6401,0.09,15113
6403,0.09,4719
6405,0.08,23639
6409,0.01,544
6410,0.06,23271
6412,0.06,3206
6413,0.06,10745
6414,0.00,278
6415,0.04,12562
6416,0.05,11463
6417,0.05,3781
6418,0.12,10324
6419,0.05,5074
6420,0.04,3311
6422,0.05,5635
6423,0.07,4150
6424,0.07,9944
6426,0.04,2879
6437,0.06,17788
6438,0.05,2007
6441,0.03,4187
6442,0.05,2115
6443,0.06,14318
6444,0.00,18
6447,0.07,4983
6450,0.12,29119
6451,0.09,18886
6455,0.08,2700
6456,0.00,240
6457,0.07,39217
6460,0.06,30822
6461,0.05,11707
6467,0.00,78
6468,0.06,14878
6469,0.10,2762
6470,0.06,12365
6471,0.07,6445
6472,0.05,5178
6473,0.08,19679
6475,0.05,8733
6477,0.08,11155
6478,0.07,9724
6479,0.07,8896
6480,0.07,7632
6481,0.02,813
6482,0.08,8336
6483,0.07,13431
6484,0.07,32049
6488,0.06,16677
6489,0.07,25364
6492,0.07,37099
6498,0.09,5797
6510,0.09,2284
6511,0.11,45537
6512,0.09,23771
6513,0.14,30024
6514,0.08,21607
6515,0.09,14865
6516,0.11,44675
6517,0.10,12244
6518,0.07,16375
6519,0.22,11319
6524,0.08,4308
6525,0.06,7137
6604,0.14,22512
6605,0.17,17931
6606,0.12,37554
6607,0.24,5392
6608,0.18,9225
6610,0.13,17141
6611,0.06,27854
6612,0.03,5465
6614,0.10,26489
6615,0.10,15081
6702,0.19,2961
6704,0.15,18254
6705,0.11,20791
6706,0.11,11253
6708,0.11,24033
6710,0.21,7418
6712,0.07,7564
6716,0.07,13308
6750,0.09,1123
6751,0.07,2924
6752,0.06,1484
6754,0.09,1405
6755,0.11,857
6756,0.05,2462
6757,0.03,1996
6758,0.06,292
6759,0.03,4605
6762,0.12,5941
6763,0.04,1680
6770,0.09,25276
6776,0.08,21365
6777,0.04,1427
6778,0.08,1121
6779,0.07,6835
6782,0.06,1940
6783,0.05,1955
6784,0.04,2998
6785,0.02,549
6786,0.08,7783
6787,0.07,6420
6790,0.09,29723
6791,0.06,4615
6793,0.03,1010
6794,0.04,894
6795,0.06,11682
6796,0.04,796
6798,0.06,8077
6801,0.07,14595
6804,0.04,13172
6807,0.06,5297
6810,0.09,39017
6811,0.06,25803
6812,0.08,10561
6820,0.06,13904
6824,0.07,26421
6825,0.09,16057
6830,0.08,18970
6831,0.06,11205
6840,0.06,14272
6850,0.06,15882
6851,0.05,22835
6853,0.06,2852
6854,0.10,21711
6855,0.05,6335
6856,,1
6870,0.06,4907
6877,0.05,18097
6878,0.07,5859
6880,0.07,19530
6883,0.06,7114
6890,0.09,3350
6896,0.08,6945
6897,0.05,12969
6901,0.08,6003
6902,0.12,53096
6903,0.09,10812
6905,0.06,14723
6906,0.07,6798
6907,0.08,6329
7001,0.07,13913
7002,0.09,50920
7003,0.07,38754
7004,0.07,5942
7005,0.07,12523
7006,0.05,19794
7008,0.12,17685
7009,0.05,10185
7010,0.07,19978
7011,0.08,30822
7012,0.06,10686
7013,0.08,21061
7014,0.08,3656
7016,0.06,17637
7017,0.17,27735
7018,0.20,22916
7020,0.07,9302
7021,0.03,1488
7022,0.05,11520
7023,0.07,5289
7024,0.06,30252
7026,0.08,24642
7027,0.11,3418
7028,0.05,5567
7029,0.10,13171
7030,0.04,42675
7031,0.09,13071
7032,0.12,32308
7033,0.07,6377
7034,0.12,8069
7035,0.05,8702
7036,0.10,34224
7039,0.04,22059
7040,0.08,17544
7041,0.08,5271
7042,0.07,19802
7043,0.06,9396
7044,0.05,10867
7045,0.05,7931
7046,0.07,3059
7047,0.12,48288
7050,0.12,23272
7052,0.06,36253
7054,0.06,23565
7055,0.09,49354
7057,0.08,9432
7058,0.06,4495
7059,0.05,11307
7060,0.11,35425
7062,0.14,9704
7063,0.11,11035
7064,0.05,2706
7065,0.09,21807
7066,0.07,12033
7067,0.08,14237
7068,0.03,4409
7069,0.05,4786
7070,0.07,14594
7071,0.07,17062
7072,0.08,5140
7073,0.05,7291
7074,0.07,2276
7075,0.04,6414
7076,0.07,17962
7077,0.09,2147
7078,0.03,9067
7079,0.06,13223
7080,0.09,18714
7081,0.05,12887
7082,0.07,3895
7083,0.08,43224
7086,0.05,10897
7087,0.12,51944
7088,0.19,2654
7090,0.06,22185
7092,0.04,5200
7093,0.11,48640
7094,0.05,13530
7095,0.08,15775
7102,0.19,10125
7103,0.16,22686
7104,0.14,38923
7105,0.10,41262
7106,0.18,24822
7107,0.17,26820
7108,0.23,18078
7109,0.08,29232
7110,0.09,23066
7111,0.15,41815
7112,0.18,19632
7114,0.22,10407
7201,0.08,18465
7202,0.12,31660
7203,0.11,16803
7204,0.11,10661
7205,0.16,16891
7206,0.13,17901
7208,0.10,25270
7302,0.05,31285
7304,0.13,31588
7305,0.14,47789
7306,0.10,42813
7307,0.11,35844
7310,0.03,10529
7311,0.03,361
7401,0.07,4752
7403,0.09,6122
7405,0.09,14041
7407,0.06,15866
7410,0.07,26042
7416,0.09,4814
7417,0.06,8147
7418,0.07,1745
7419,0.08,7338
7420,0.16,3617
7421,0.12,5767
7422,0.15,5189
7423,0.05,3022
7424,0.05,21901
7430,0.06,20983
7432,0.04,5572
7435,0.04,1460
7436,0.06,9553
7438,0.07,9060
7439,0.05,1901
7440,0.02,3793
7442,0.08,8757
7444,0.06,8783
7446,0.05,10934
7450,0.05,18292
7452,0.06,8398
7456,0.09,9460
7457,0.08,2937
7458,0.05,8253
7460,0.07,2630
7461,0.08,15086
7462,0.10,5554
7463,0.08,7513
7465,0.10,5531
7470,0.09,43974
7480,0.10,13093
7481,0.04,12631
7495,,0
7501,0.08,23466
7502,0.11,11701
7503,0.11,15078
7504,0.13,10113
7505,0.08,1457
7506,0.07,14940
7508,0.11,18121
7512,0.08,8936
7513,0.10,8891
7514,0.10,13617
7522,0.14,16174
7524,0.07,9528
7601,0.06,36189
7603,0.06,6601
7604,0.07,9457
7605,0.05,6916
7606,0.07,1724
7607,0.07,8032
7608,0.04,73
7620,0.02,1708
7621,0.06,21191
7624,0.07,6461
7626,0.03,6311
7627,0.05,3602
7628,0.06,14028
7630,0.05,5959
7631,0.08,21503
7632,0.06,4263
7640,0.10,3520
7641,0.09,2489
7642,0.05,7787
7643,0.05,8719
7644,0.08,19021
7645,0.04,5751
7646,0.05,12910
7647,0.05,3929
7648,0.09,4500
7649,0.04,6239
7650,0.07,16663
7652,0.05,21295
7656,0.08,6665
7657,0.08,8954
7660,0.06,10020
7661,0.08,8806
7662,0.10,4570
7663,0.07,11012
7666,0.07,31056
7670,0.06,10776
7675,0.07,20750
7676,0.06,7253
7677,0.05,4406
7701,0.09,19195
7702,0.02,2813
7703,0.04,366
7704,0.04,4314
7711,0.07,1194
7712,0.10,30603
7716,0.08,6860
7717,0.09,1813
7718,0.12,4499
7719,0.09,18070
7720,0.07,3778
7721,0.05,2293
7722,0.02,7657
7723,0.05,980
7724,0.09,17934
7726,0.07,32441
7727,0.11,4929
7728,0.06,44105
7730,0.09,14193
7731,0.08,29025
7732,0.12,4336
7733,0.05,12676
7734,0.09,10510
7735,0.09,16487
7737,0.07,3415
7738,0.06,4725
7739,0.04,4464
7740,0.09,25388
7746,0.07,14776
7747,0.07,24262
7748,0.06,22482
7750,0.02,2742
7751,0.07,13744
7753,0.09,29616
7755,0.09,5200
7756,0.16,3288
7757,0.10,4255
7758,0.11,4197
7760,0.06,6950
7762,0.08,7463
7764,0.08,6783
7801,0.07,20555
7803,0.07,2912
7820,,0
7821,0.07,7379
7822,0.09,687
7823,0.07,6744
7825,0.09,7742
7826,0.07,5066
7827,0.15,3481
7828,0.06,10386
7830,0.07,5054
7832,0.03,2733
7833,0.00,89
7834,0.08,13839
7836,0.06,9887
7838,0.08,2590
7840,0.07,23671
7842,0.00,125
7843,0.08,10124
7846,0.00,81
7847,0.04,1082
7848,0.09,3938
7849,0.09,6924
7850,0.08,5413
7851,0.15,90
7852,0.04,2849
7853,0.05,9842
7856,0.12,3082
7857,0.09,2750
7860,0.08,21138
7863,0.08,3589
7865,0.08,1826
7866,0.06,17370
7869,0.05,19705
7870,0.00,58
7871,0.07,16004
7874,0.08,6795
7876,0.06,8284
7878,0.11,961
7880,0.00,95
7881,0.00,17
7882,0.07,11120
7885,0.08,8067
7901,0.07,16929
7920,0.04,19706
7921,0.04,6449
7922,0.08,9448
7924,0.06,6058
7926,,14
7927,0.07,2979
7928,0.05,13866
7930,0.06,6032
7931,0.02,2588
7932,0.05,8642
7933,0.07,2824
7934,0.09,1145
7935,0.04,297
7936,0.05,9143
7939,0.00,293
7940,0.07,13229
7945,0.04,6981
7946,0.06,2460
7950,0.06,14702
7960,0.06,35208
7961,,0
7970,0.00,174
7974,0.06,8691
7976,0.08,585
7977,0.13,603
7979,0.00,444
7980,0.09,1477
7981,0.05,7026
8001,0.07,652
8002,0.07,17967
8003,0.05,23923
8004,0.10,9647
8005,0.09,18122
8006,0.00,503
8007,0.09,4520
8008,0.08,6920
8009,0.07,9964
8010,0.12,9083
8011,0.00,15
8012,0.09,31456
8014,0.08,264
8015,0.10,16729
8016,0.10,25697
8019,0.03,700
8020,0.04,2087
8021,0.12,36185
8022,0.08,6860
8023,0.00,301
8026,0.07,1885
8027,0.11,3963
8028,0.09,16456
8029,0.06,3803
8030,0.11,10316
8031,0.09,9608
8033,0.05,12388
8034,0.08,14260
8035,0.07,6118
8036,0.10,4251
8037,0.10,19796
8038,0.02,134
8039,0.00,49
8041,0.04,925
8042,0.13,150
8043,0.06,23637
8045,0.12,2213
8046,0.12,25444
8048,0.07,9532
8049,0.05,4430
8050,0.08,19408
8051,0.07,8282
8052,0.08,15763
8053,0.05,35920
8054,0.07,33996
8055,0.04,20655
8056,0.06,3159
8057,0.06,16033
8059,0.11,4564
8060,0.09,19629
8061,0.05,1788
8062,0.08,11299
8063,0.13,2461
8064,0.00,252
8065,0.10,5964
8066,0.15,6825
8067,0.05,1408
8068,0.13,5798
8069,0.13,10204
8070,0.10,10581
8071,0.09,7859
8072,0.13,189
8073,0.00,152
8074,,0
8075,0.08,22857
8077,0.08,14735
8078,0.10,6763
8079,0.18,8683
8080,0.08,28932
8081,0.10,37496
8083,0.08,7819
8084,0.10,5606
8085,0.08,13235
8086,0.09,6108
8087,0.11,19133
8088,0.06,20150
8089,0.13,3697
8090,0.09,7136
8091,0.09,4412
8092,0.09,2752
8093,0.15,8572
8094,0.11,29855
8095,0.00,106
8096,0.10,28609
8097,0.05,2674
8098,0.10,7122
8102,0.29,5852
8103,0.17,11015
8104,0.26,17043
8105,0.20,21092
8106,0.09,8586
8107,0.10,11146
8108,0.05,14235
8109,0.11,18578
8110,0.13,13941
8201,0.12,8328
8202,0.12,2087
8203,0.11,8520
8204,0.08,15325
8205,0.07,21106
8210,0.06,13221
8212,0.00,120
8215,0.11,11140
8217,,14
8221,0.06,5585
8223,0.07,3267
8224,0.13,581
8225,0.08,6819
8226,0.09,10665
8230,0.06,4828
8232,0.14,14726
8234,0.09,31330
8240,0.12,4101
8241,0.09,918
8242,0.19,2724
8243,0.09,1840
8244,0.10,8848
8246,0.15,149
8247,0.08,795
8248,0.00,183
8251,0.10,8254
8260,0.11,11984
8270,0.08,6407
8302,0.13,37565
8310,0.04,1601
8311,0.11,1741
8312,0.06,5875
8314,0.03,2782
8316,0.23,446
8317,0.10,1176
8318,0.08,9730
8319,0.13,994
8320,,0
8321,0.00,138
8322,0.10,7972
8323,0.15,726
8324,0.18,849
8326,0.17,1301
8327,0.00,1806
8328,0.11,1174
8329,0.22,160
8330,0.10,21516
8332,0.14,27781
8340,0.04,768
8341,0.12,1545
8343,0.13,4403
8344,0.10,4676
8345,0.08,612
8346,0.17,784
8348,0.22,354
8349,0.14,1792
8350,0.09,594
8352,0.12,461
8353,0.05,519
8360,0.12,32803
8361,0.09,15466
8401,0.17,30563
8402,0.08,5850
8403,0.00,1104
8406,0.09,9331
8501,0.05,4992
8502,0.06,7868
8505,0.07,13322
8510,0.05,3606
8511,0.06,903
8512,0.09,7964
8514,0.07,3530
8515,0.06,5768
8518,0.08,4250
8520,0.06,21521
8525,0.06,3639
8527,0.09,41704
8528,0.00,248
8530,0.05,7189
8533,0.06,5049
8534,0.04,9518
8535,0.08,4443
8536,0.07,15464
8540,0.05,38559
8542,0.11,3904
8550,0.08,14632
8551,0.06,4536
8553,0.03,450
8554,0.07,3354
8555,0.06,583
8558,0.08,4718
8559,0.06,4732
8560,0.08,2587
8561,0.00,127
8562,0.11,4844
8608,0.03,625
8609,0.17,10164
8610,0.09,24191
8611,0.12,21957
8618,0.15,30757
8619,0.06,18348
8620,0.05,10548
8628,0.08,8615
8629,0.13,9909
8638,0.13,17428
8640,0.03,5534
8641,0.07,2441
8648,0.07,25561
8690,0.05,15574
8691,0.07,11510
8701,0.09,54948
8720,0.09,816
8721,0.08,16199
8722,0.06,8312
8723,0.10,25934
8724,0.09,35257
8730,0.06,3771
8731,0.11,15568
8732,0.09,1112
8733,0.10,2244
8734,0.07,6619
8735,0.09,3149
8736,0.06,9582
8738,0.03,990
8740,0.06,1291
8741,0.06,2024
8742,0.08,20193
8750,0.09,2895
8751,0.14,3623
8752,0.14,2289
8753,0.09,51327
8755,0.08,20926
8757,0.11,29545
8758,0.14,6022
8759,0.10,31551
8801,0.03,7271
8802,0.07,2978
8804,0.10,2155
8805,0.07,9435
8807,0.06,29659
8808,0.11,85
8809,0.09,5492
8810,0.04,6757
8812,0.05,11115
8816,0.07,36400
8817,0.09,35898
8820,0.07,30182
8821,0.10,251
8822,0.06,23815
8823,0.06,6832
8824,0.05,8766
8825,0.09,3358
8826,0.06,4558
8827,0.09,3684
8828,0.06,1746
8829,0.11,2861
8830,0.06,15104
8831,0.08,37207
8832,0.15,2181
8833,0.08,7113
8835,0.10,8560
8836,0.06,3046
8837,0.07,12863
8840,0.04,12871
8844,0.06,29125
8846,0.08,11167
8848,0.06,6896
8850,0.08,6901
8852,0.06,13053
8853,0.05,3953
8854,0.08,45567
8857,0.07,31135
8858,0.00,174
8859,0.08,17986
8861,0.07,40309
8863,0.08,10178
8865,0.08,23351
8867,0.08,3396
8869,0.06,5295
8872,0.08,15328
8873,0.08,39570
8876,0.06,18054
8879,0.08,17470
8880,0.09,3838
8882,0.14,12607
8884,0.08,6546
8886,0.09,5222
8887,0.01,720
8889,0.12,7516
8890,,0
8901,0.10,44286
8902,0.08,32391
8904,0.09,11275
10001,0.09,19050
10002,0.10,70231
10003,0.07,52037
10004,0.09,2326
10005,0.06,4641
10006,0.09,2616
10007,0.05,4969
10009,0.07,56005
10010,0.08,26722
10011,0.07,46908
10012,0.06,22577
10013,0.06,22670
10014,0.07,29151
10016,0.05,49764
10017,0.05,14759
10018,0.05,4926
10019,0.07,37839
10020,,0
10021,0.03,36500
10022,0.05,26669
10023,0.06,52669
10024,0.05,51029
10025,0.07,82391
10026,0.10,28936
10027,0.08,50420
10028,0.05,38852
10029,0.13,63162
10030,0.14,23480
10031,0.09,48109
10032,0.16,52680
10033,0.13,48746
10034,0.13,33322
10035,0.14,27968
10036,0.10,21102
10037,0.15,14975
10038,0.05,17501
10039,0.21,19739
10040,0.16,35689
10044,0.06,9781
10065,0.05,28683
10069,0.06,4272
10075,0.05,22672
10103,,0
10110,0.00,4
10111,,0
10112,,0
10115,,0
10119,,0
10128,0.06,51240
10152,,0
10153,,0
10154,,0
10162,0.03,1201
10165,,0
10167,,0
10168,,0
10169,,0
10170,,0
10171,,0
10172,,0
10173,,0
10174,,0
10177,,0
10199,,0
10271,,0
10278,,0
10279,,0
10280,0.03,6592
10282,0.02,3521
10301,0.08,31551
10302,0.08,13011
10303,0.08,19746
10304,0.07,32425
10305,0.07,32792
10306,0.07,45047
10307,0.06,10706
10308,0.05,23555
10309,0.05,24269
10310,0.10,18628
10311,,0
10312,0.07,48434
10314,0.06,70635
10451,0.15,32851
10452,0.14,54666
10453,0.21,58079
10454,0.16,28442
10455,0.16,26921
10456,0.16,63702
10457,0.15,50346
10458,0.13,54866
10459,0.15,31451
10460,0.13,40450
10461,0.10,41683
10462,0.07,59007
10463,0.10,55083
10464,0.02,3798
10465,0.08,35041
10466,0.11,55657
10467,0.13,71250
10468,0.15,56710
10469,0.16,56195
10470,0.10,12040
10471,0.07,18952
10472,0.12,49794
10473,0.08,44868
10474,0.16,8836
10475,0.10,34719
10501,0.14,902
10502,0.05,4221
10503,0.29,199
10504,0.03,5513
10505,0.00,432
10506,0.06,3819
10507,0.12,5870
10509,0.09,15793
10510,0.04,7960
10511,0.08,1973
10512,0.05,19980
10514,0.03,8915
10516,0.06,4086
10517,0.00,387
10518,0.07,1032
10519,0.00,109
10520,0.07,10496
10522,0.07,8705
10523,0.07,6295
10524,0.06,3553
10526,0.04,1513
10527,0.03,841
10528,0.06,10184
10530,0.04,10028
10532,0.07,4039
10533,0.04,5676
10535,0.08,583
10536,0.05,7634
10537,0.03,1607
10538,0.06,12252
10541,0.06,20777
10543,0.09,15673
10545,0.00,111
10546,0.04,939
10547,0.07,6274
10548,0.07,2633
10549,0.08,12049
10550,0.14,28343
10552,0.09,16350
10553,0.16,8452
10560,0.05,3830
10562,0.07,25805
10566,0.10,18839
10567,0.06,15044
10570,0.06,9952
10573,0.08,30247
10576,0.06,4009
10577,0.11,3967
10578,0.00,511
10579,0.07,6857
10580,0.07,12227
10583,0.04,28342
10588,0.07,1528
10589,0.05,7130
10590,0.07,5022
10591,0.07,18159
10594,0.03,3840
10595,0.05,6796
10596,0.13,648
10597,0.11,722
10598,0.06,22325
10601,0.06,8945
10603,0.05,14363
10604,0.10,9705
10605,0.06,14947
10606,0.06,12521
10607,0.04,5527
10701,0.08,49022
10703,0.08,15640
10704,0.09,24579
10705,0.08,29372
10706,0.06,6765
10707,0.06,8187
10708,0.06,17465
10709,0.03,7454
10710,0.06,21197
10801,0.08,32416
10803,0.04,9050
10804,0.06,11293
10805,0.08,15144
10901,0.04,18526
10910,,0
10911,,0
10913,0.06,3901
10914,0.00,143
10915,0.00,197
10916,0.11,3474
10917,0.06,1653
10918,0.07,8886
10919,0.04,887
10920,0.03,6527
10921,0.06,3294
10922,0.09,825
10923,0.07,6896
10924,0.06,10394
10925,0.10,3474
10926,0.04,2456
10927,0.07,9197
10928,0.11,2992
10930,0.05,6728
10931,0.05,799
10932,0.00,71
10933,0.82,126
10940,0.10,37992
10941,0.08,10782
10950,0.05,28597
10952,0.06,23092
10953,0.00,139
10954,0.07,18875
10956,0.06,24628
10958,0.06,2800
10960,0.05,12539
10962,0.14,4686
10963,0.06,3076
10964,0.14,1338
10965,0.03,11147
10968,0.10,1931
10969,0.06,1282
10970,0.08,7929
10973,0.10,1749
10974,0.05,2453
10975,0.00,399
10976,0.13,1740
10977,0.08,39984
10979,0.30,192
10980,0.07,10729
10983,0.03,4309
10984,0.03,2640
10985,0.00,97
10986,0.04,1444
10987,0.05,2498
10988,0.11,560
10989,0.03,8108
10990,0.07,16377
10992,0.03,8146
10993,0.15,3439
10994,0.04,5182
10996,0.01,6665
10998,0.04,2427
11001,0.07,21609
11003,0.07,35163
11004,0.07,11663
11005,0.08,1797
11010,0.06,19421
11020,0.08,4764
11021,0.06,14738
11023,0.03,6708
11024,0.08,6233
11030,0.05,13150
11040,0.07,32330
11042,,534
11050,0.08,23774
11096,0.12,6699
11101,0.12,19376
11102,0.09,28370
11103,0.09,32068
11104,0.06,22831
11105,0.08,33163
11106,0.10,31347
11109,0.07,2598
11201,0.07,44313
11203,0.12,64783
11204,0.09,60129
11205,0.10,29816
11206,0.12,57983
11207,0.15,66207
11208,0.08,69013
11209,0.08,59342
11210,0.09,48937
11211,0.06,68560
11212,0.15,60353
11213,0.10,46831
11214,0.08,65229
11215,0.06,55077
11216,0.09,43792
11217,0.08,33007
11218,0.07,57732
11219,0.08,65269
11220,0.10,78217
11221,0.14,59649
11222,0.06,30408
11223,0.09,59364
11224,0.13,38213
11225,0.16,47343
11226,0.12,79330
11228,0.08,35531
11229,0.08,63296
11230,0.08,65711
11231,0.08,28555
11232,0.11,22122
11233,0.12,50399
11234,0.08,75268
11235,0.07,60445
11236,0.08,75508
11237,0.06,40539
11238,0.10,43346
11239,0.12,10494
11351,,0
11354,0.10,46357
11355,0.10,70079
11356,0.09,17434
11357,0.10,32930
11358,0.09,32249
11359,,0
11360,0.08,18073
11361,0.08,23870
11362,0.06,14985
11363,0.07,5671
11364,0.07,28693
11365,0.09,33164
11366,0.10,11766
11367,0.10,29761
11368,0.07,81076
11369,0.08,31443
11370,0.11,33171
11371,,0
11372,0.08,53449
11373,0.07,79821
11374,0.09,36278
11375,0.06,59564
11377,0.07,73464
11378,0.07,27530
11379,0.06,29455
11385,0.08,78404
11411,0.07,17484
11412,0.13,29699
11413,0.08,31866
11414,0.08,23993
11415,0.09,15879
11416,0.13,18346
11417,0.10,23308
11418,0.11,28721
11419,0.08,38299
11420,0.09,37616
11421,0.13,32015
11422,0.07,24421
11423,0.12,25166
11424,,0
11425,,0
11426,0.08,15177
11427,0.07,20080
11428,0.08,16475
11429,0.12,23811
11430,0.34,53
11432,0.11,46783
11433,0.14,22596
11434,0.12,48028
11435,0.13,41964
11436,0.11,13373
11451,,0
11501,0.05,15676
11507,0.13,6191
11509,0.04,1922
11510,0.06,25015
11514,0.08,4385
11516,0.07,5236
11518,0.07,8419
11520,0.09,34305
11530,0.05,21373
11542,0.05,22571
11545,0.03,9376
11547,0.16,408
11548,0.06,2145
11549,0.16,2740
11550,0.12,43251
11552,0.06,17934
11553,0.08,20773
11554,0.05,30772
11556,,0
11557,0.06,6205
11558,0.07,7097
11559,0.04,5898
11560,0.07,5252
11561,0.03,31887
11563,0.06,18477
11565,0.06,7143
11566,0.04,26848
11568,0.04,3188
11569,0.01,1184
11570,0.05,21083
11572,0.06,23596
11575,0.11,11912
11576,0.06,9448
11577,0.07,9443
11579,0.04,4301
11580,0.09,32463
11581,0.09,15884
11590,0.06,34400
11596,0.06,8213
11598,0.04,9923
11691,0.11,43600
11692,0.13,12896
11693,0.10,8985
11694,0.06,17131
11697,0.06,3581
11701,0.06,22021
11702,0.06,12248
11703,0.08,12768
11704,0.06,32671
11705,0.05,6205
11706,0.09,51722
11709,0.04,5396
11710,0.05,27514
11713,0.04,7871
11714,0.06,19251
11715,0.06,3667
11716,0.08,8586
11717,0.10,43422
11718,0.06,2370
11719,0.08,2318
11720,0.04,23973
11721,0.06,4987
11722,0.11,28852
11724,0.03,2218
11725,0.07,22267
11726,0.07,14892
11727,0.05,23083
11729,0.06,22295
11730,0.06,10482
11731,0.05,22829
11732,0.03,2391
11733,0.05,14107
11735,0.05,26269
11738,0.07,14129
11739,0.02,1240
11740,0.05,6955
11741,0.06,21904
11742,0.04,9645
11743,0.05,34053
11746,0.07,52480
11747,0.05,15668
11749,0.07,2766
11751,0.08,11387
11752,0.06,7577
11753,0.04,9389
11754,0.04,14971
11755,0.06,9245
11756,0.08,34985
11757,0.06,36055
11758,0.05,43180
